Open time,mempool_size,transaction_rate,market_cap_usd,average_block_size,market_price_usd,exchange_volume_usd,average_confirmation_time,hash_rate,difficulty,miners_revenue,total_transaction_fees
2009-02-01,0.0,0.0,0.0,0.000218203539823009,0.0,0.0,0.0,5.76639127703704e-06,1.0,0.0,0.0
2009-02-02,0.0,0.0,0.0,0.00021709375,0.0,0.0,0.0,6.31320424296296e-06,1.0,0.0,0.0
2009-02-03,0.0,0.0,0.0,0.000248496402877698,0.0,0.0,0.0,6.76059666962963e-06,1.0,0.0,2.01
2009-02-04,0.0,0.0,0.0,0.000215739495798319,0.0,0.0,0.0,6.11436316444444e-06,1.0,0.0,0.0
2009-02-05,0.0,0.0,0.0,0.000215722222222222,0.0,0.0,0.0,6.01494262518519e-06,1.0,0.0,0.0
2009-02-06,0.0,0.0,0.0,0.000215836065573771,0.0,0.0,0.0,6.41262478222222e-06,1.0,0.0,0.0
2009-02-07,0.0,0.0,0.0,0.00024031007751938,0.0,0.0,0.0,6.26349397333333e-06,1.0,0.0,0.0
2009-02-08,0.0,0.0,0.0,0.000217575757575758,0.0,0.0,0.0,6.66117613037037e-06,1.0,0.0,0.0
2009-02-09,0.0,0.0,0.0,0.00025360447761194,0.0,0.0,0.0,6.36291451259259e-06,1.0,0.0,0.0
2009-02-10,0.0,0.0,0.0,0.000215666666666667,0.0,0.0,0.0,6.31320424296296e-06,1.0,0.0,0.0
2009-02-11,0.0,0.0,0.0,0.000229127819548872,0.0,0.0,0.0,6.51204532148148e-06,1.0,0.0,0.0
2009-02-12,0.0,0.0,0.0,0.000215873949579832,0.0,0.0,0.0,5.8658118162963e-06,1.0,0.0,0.0
2009-02-13,0.0,0.0,0.0,0.000215903225806452,0.0,0.0,0.0,6.16407343407407e-06,1.0,0.0,0.0
2009-02-14,0.0,0.0,0.0,0.000215786764705882,0.0,0.0,0.0,7.00914801777778e-06,1.0,0.0,0.0
2009-02-15,0.0,0.0,0.0,0.0002293828125,0.0,0.0,0.0,6.06465289481481e-06,1.0,0.0,0.0
2009-02-16,0.0,0.0,0.0,0.000244172131147541,0.0,0.0,0.0,6.11436316444444e-06,1.0,0.0,0.0
2009-02-17,0.0,0.0,0.0,0.000215897435897436,0.0,0.0,0.0,5.8658118162963e-06,1.0,0.0,0.0
2009-02-18,0.0,0.0,0.0,0.000215940677966102,0.0,0.0,0.0,6.16407343407407e-06,1.0,0.0,0.0
2009-02-19,0.0,0.0,0.0,0.000231048387096774,0.0,0.0,0.0,5.81610154666667e-06,1.0,0.0,0.0
2009-02-20,0.0,0.0,0.0,0.000215852459016394,0.0,0.0,0.0,6.36291451259259e-06,1.0,0.0,0.0
