Open time,mempool_size,transaction_rate,market_cap_usd,average_block_size,market_price_usd,exchange_volume_usd,average_confirmation_time,hash_rate,difficulty,miners_revenue,total_transaction_fees
2012-03-08,0.0,0.0,42971207.5,0.0199479615384615,5.05,0.0,0.0,11.6087726958068,1496978.59502557,43451.8754475395,4.07410789
2012-03-09,0.0,0.0,42501826.0,0.0187116904761905,4.99,0.0,0.0,12.3529247916919,1496978.59502557,52419.9060990778,4.13638026
2012-03-10,0.0,0.0,42201348.75,0.0183330909090909,4.95,0.0,0.0,12.8738312588114,1496978.59502557,45810.2437535655,4.38179608
2012-03-11,0.0,0.0,42239340.0,0.019407223880597,4.95,0.0,0.0,9.89722287527119,1496978.59502557,36645.371567244,2.90460712
2012-03-12,0.0,0.0,42533682.0,0.0179017048192771,4.98,0.0,0.0,12.5761704204574,1496978.59502557,50317.7372087016,3.76477631
2012-03-13,0.0,0.0,43342035.75,0.0248040625,5.07,0.0,0.0,11.3111118574528,1496978.59502557,52792.9346141847,11.31640397
2012-03-14,0.0,0.0,46373791.0,0.0261258394160584,5.42,0.0,0.0,10.2692989232137,1496978.59502557,45828.1974228738,5.17901821
2012-03-15,0.0,0.0,46666442.5,0.0250832975206612,5.45,0.0,0.0,9.59956203691717,1496978.59502557,34082.711867166,3.61549948
2012-03-16,0.0,0.0,46618216.0,0.0202111307189543,5.44,0.0,0.0,10.6507281967033,1498294.36281651,44384.5136725344,8.82293451
2012-03-17,0.0,0.0,46319040.0,0.0181408294117647,5.4,0.0,0.0,12.810666082748,1498294.36281651,57260.624762916,3.56057831
2012-03-18,0.0,0.0,46363320.0,0.01637530625,5.4,0.0,0.0,11.6189762145854,1498294.36281651,47538.342423108,3.22801017
2012-03-19,0.0,0.0,46060624.0,0.0211425664335664,5.36,0.0,0.0,11.7679374481057,1498294.36281651,43172.0872223136,4.22460866
2012-03-20,0.0,0.0,44983230.0,0.0190198375,5.23,0.0,0.0,11.0231312805041,1498294.36281651,61229.1316624332,4.81981657
2012-03-21,0.0,0.0,42613436.25,0.0196244620253165,4.95,0.0,0.0,12.0658599151464,1498294.36281651,56450.157986475,3.37831566
2012-03-22,0.0,0.0,41964181.25,0.0192394683544304,4.87,0.0,0.0,11.6189762145854,1498294.36281651,42873.4562543576,3.38385442
2012-03-23,0.0,0.0,41998758.25,0.0214146428571429,4.87,0.0,0.0,9.68248017882115,1498294.36281651,33626.4589225614,4.22778506
2012-03-24,0.0,0.0,41519799.75,0.0148823333333333,4.81,0.0,0.0,12.810666082748,1498294.36281651,57555.2621130305,14.90705662
2012-03-25,0.0,0.0,40868619.0,0.0179584746835443,4.73,0.0,0.0,12.4382629989472,1498294.36281651,43551.028076017,6.90424078
2012-03-26,0.0,0.0,40644777.5,0.0211,4.7,0.0,0.0,11.3210537475447,1498294.36281651,48194.038893809,3.47762179
2012-03-27,0.0,0.0,41027070.0,0.0195376282051282,4.74,0.0,0.0,11.0231312805041,1498294.36281651,45052.9751817624,4.26964421
2012-03-28,0.0,0.0,41325252.75,0.0222847266666667,4.77,0.0,0.0,11.8424180648659,1498294.36281651,42001.6455120951,4.94067765
2012-03-29,0.0,0.0,42051925.0,0.0238475815602837,4.85,0.0,0.0,11.2390412852186,1626553.48132894,40521.011266333,4.465422
2012-03-30,0.0,0.0,42087936.25,0.0203751753246753,4.85,0.0,0.0,12.1284618185812,1626553.48132894,43187.946633504,4.39585095
2012-03-31,0.0,0.0,42214567.5,0.0161759705882353,4.86,0.0,0.0,13.1795951761915,1626553.48132894,53970.335544096,4.51687503
2012-04-01,0.0,0.0,42946878.0,0.0185275422535211,4.94,0.0,0.0,12.1284618185812,1626553.48132894,39046.6729283514,3.8187765
2012-04-02,0.0,0.0,43240242.5,0.0264573275862069,4.97,0.0,0.0,10.2687643397321,1626553.48132894,39787.8735547167,4.18861998
2012-04-03,0.0,0.0,44054384.0,0.027281,5.06,0.0,0.0,10.3496207518559,1626553.48132894,36713.2875190774,5.07741879
2012-04-04,0.0,0.0,43567250.0,0.0234831167883212,5.0,0.0,0.0,11.4007541094663,1626553.48132894,39775.797735,4.933347
2012-04-05,0.0,0.0,43249464.0,0.0299209658119658,4.96,0.0,0.0,9.62191304274106,1626553.48132894,30033.0467473024,4.87816401
2012-04-06,0.0,0.0,43193823.75,0.0254292647058824,4.95,0.0,0.0,9.94533869123656,1626553.48132894,40619.23137756,4.81551397
2012-04-07,0.0,0.0,43313696.0,0.0211538217054264,4.96,0.0,0.0,10.6730464003514,1626553.48132894,34986.860483824,3.7089169
2012-04-08,0.0,0.0,43173130.0,0.0179255266666667,4.94,0.0,0.0,11.8050361700857,1626553.48132894,40528.715319924,3.89195527
2012-04-09,0.0,0.0,41985120.0,0.0201951917808219,4.8,0.0,0.0,12.209318230705,1626553.48132894,40340.429417376,3.8471699
2012-04-10,0.0,0.0,42195364.5,0.0253378639455782,4.82,0.0,0.0,11.5624669337141,1626553.48132894,47035.8564852886,6.99130937
2012-04-11,0.0,0.0,42931227.5,0.0263220709219858,4.9,0.0,0.0,11.5624669337141,1626553.48132894,38494.438652033,5.24550745
2012-04-12,0.0,0.0,43052107.5,0.029487811023622,4.91,0.0,0.0,11.1581848730947,1626553.48132894,33664.9951340669,6.27057008
2012-04-13,0.0,0.0,43609016.5,0.0268389435483871,4.97,0.0,0.0,9.88325160797756,1577913.48567673,33818.6669971297,4.49039551
2012-04-14,0.0,0.0,43641694.25,0.0248834275362319,4.97,0.0,0.0,10.4323211417541,1577913.48567673,38795.0208856777,5.70131221
2012-04-15,0.0,0.0,44111242.0,0.0296182523364486,5.02,0.0,0.0,9.1773050645506,1577913.48567673,28884.0840423412,3.69750206
2012-04-16,0.0,0.0,43792003.5,0.0274267133333333,4.98,0.0,0.0,10.4323211417541,1577913.48567673,40866.6135979236,5.97850946
2012-04-17,0.0,0.0,43915243.5,0.0290348,4.99,0.0,0.0,11.1382676851811,1577913.48567673,34714.3175296994,6.72206006
2012-04-18,0.0,0.0,44564938.0,0.0329862307692308,5.06,0.0,0.0,9.56949758867669,1577913.48567673,35452.9981796122,6.21412925
2012-04-19,0.0,0.0,45658980.5,0.0236392675159236,5.18,0.0,0.0,12.2364067527341,1577913.48567673,45875.2410504836,5.84943097
2012-04-20,0.0,0.0,45786569.25,0.0282278311688312,5.19,0.0,0.0,12.1579682479089,1577913.48567673,55588.4747387208,7.2213516
2012-04-21,0.0,0.0,46271427.0,0.0222028311688312,5.24,0.0,0.0,11.5304602093072,1577913.48567673,65536.3788638024,4.93120932
2012-04-22,0.0,0.0,48074640.0,0.0211824571428571,5.44,0.0,0.0,11.6873372189576,1577913.48567673,40283.5404409664,4.86652314
2012-04-23,0.0,0.0,46873995.0,0.024876437037037,5.3,0.0,0.0,11.6088987141324,1577913.48567673,38979.04505166,4.2807022
2012-04-24,0.0,0.0,46113840.25,0.0250385072463768,5.21,0.0,0.0,9.64793609350191,1577913.48567673,38588.8028727837,6.5560811
2012-04-25,0.0,0.0,45970944.0,0.0273493149606299,5.19,0.0,0.0,10.8245136658802,1577913.48567673,39216.5834134437,5.52832728
2012-04-26,0.0,0.0,45742497.0,0.0274043419354839,5.16,0.0,0.0,12.0795297430837,1577913.48567673,49861.3610628264,12.40886862
2012-04-27,0.0,0.0,45868110.75,0.0250394962962963,5.17,0.0,0.0,9.88325160797756,1577913.48567673,41139.2927718113,6.88570856
2012-04-28,0.0,0.0,45549911.25,0.0219326907894737,5.13,0.0,0.0,11.6988142999403,1508589.67206029,47234.0094018669,6.86687116
2012-04-29,0.0,0.0,45236484.25,0.0189607653631285,5.09,0.0,0.0,12.4487382935262,1508589.67206029,51176.5262531871,4.06208503
2012-04-30,0.0,0.0,44570838.75,0.0233968324022346,5.01,0.0,0.0,12.673715491602,1508589.67206029,48373.3269269103,5.13386643
2012-05-01,0.0,0.0,44524250.0,0.0281751352941177,5.0,0.0,0.0,13.4236394851879,1508589.67206029,47536.71701085,6.73048886
2012-05-02,0.0,0.0,44922402.0,0.03153472,5.04,0.0,0.0,11.5488295012231,1508589.67206029,42376.6852811568,6.93450193
2012-05-03,0.0,0.0,46209096.5,0.0389522993630573,5.18,0.0,0.0,12.4487382935262,1508589.67206029,45389.0607374414,11.29578945
2012-05-04,0.0,0.0,46250407.0,0.0390969068322981,5.18,0.0,0.0,11.6238219005817,1508589.67206029,45386.4873647752,10.45653352
2012-05-05,0.0,0.0,46024391.25,0.0341468682634731,5.15,0.0,0.0,11.6988142999403,1508589.67206029,47164.841369471,7.87065714
2012-05-06,0.0,0.0,45977814.0,0.0347068475609756,5.14,0.0,0.0,12.8986926896778,1508589.67206029,47327.4003402691,7.36267072
2012-05-07,0.0,0.0,45663360.0,0.0476538705882353,5.1,0.0,0.0,12.8237002903192,1508589.67206029,49033.403499402,13.4937383
2012-05-08,0.0,0.0,45706710.0,0.0442184431818182,5.1,0.0,0.0,13.9485862806981,1508589.67206029,77086.3416285269,12.37444677
2012-05-09,0.0,0.0,45750952.5,0.0478159638554217,5.1,0.0,0.0,14.1299469053505,1733207.51384839,46999.023647331,14.13032343
2012-05-10,0.0,0.0,45788310.0,0.0417724108527132,5.1,0.0,0.0,12.4067826486005,1733207.51384839,36001.347504345,8.83074595
2012-05-11,0.0,0.0,45822480.0,0.0596169230769231,5.1,0.0,0.0,10.5974601790129,1733207.51384839,38570.521891215,12.28912955
2012-05-12,0.0,0.0,45137832.0,0.0618479765625,5.02,0.0,0.0,11.8036751587379,1733207.51384839,37707.8136004194,10.93265347
2012-05-13,0.0,0.0,44992125.0,0.0459544142857143,5.0,0.0,0.0,11.3728840945504,1733207.51384839,40563.4083685,11.80632246
2012-05-14,0.0,0.0,45116678.25,0.0895714532374101,5.01,0.0,0.0,12.320624435763,1733207.51384839,38976.1227999954,27.81385804
2012-05-15,0.0,0.0,45511483.75,0.0773423846153847,5.05,0.0,0.0,11.2867258817129,1733207.51384839,38489.1021157175,20.40042864
2012-05-16,0.0,0.0,45902638.0,0.0707063305785124,5.09,0.0,0.0,9.64971983780036,1733207.51384839,32898.7667387155,13.00828295
2012-05-17,0.0,0.0,46023292.5,0.0679506034482758,5.1,0.0,0.0,10.1666691148254,1733207.51384839,30660.804986283,11.71657133
2012-05-18,0.0,0.0,46327362.75,0.0756771379310345,5.13,0.0,0.0,12.4067826486005,1733207.51384839,37794.5359148466,17.13407882
2012-05-19,0.0,0.0,46365709.5,0.104611255033557,5.13,0.0,0.0,12.5790990742755,1733207.51384839,41472.3717139734,31.84803518
2012-05-20,0.0,0.0,46492328.0,0.0993502101449276,5.14,0.0,0.0,12.2344662229255,1733207.51384839,37626.0494328448,20.00678014
2012-05-21,0.0,0.0,46616770.0,0.110299301587302,5.15,0.0,0.0,11.3728840945504,1733207.51384839,33577.3277565435,19.56744229
2012-05-22,0.0,0.0,46557220.5,0.0907238086956522,5.14,0.0,0.0,10.0805109019879,1733207.51384839,30649.050032369,12.76867573
2012-05-23,0.0,0.0,46498320.0,0.0938742076923077,5.13,0.0,0.0,10.4251437533379,1733207.51384839,40638.7574122806,19.09824774
2012-05-24,0.0,0.0,46984024.5,0.094541536,5.18,0.0,0.0,11.6313587330629,1733207.51384839,35071.7190676916,19.4249616
2012-05-25,0.0,0.0,47288825.5,0.104401925619835,5.21,0.0,0.0,9.17476078110834,1591074.96184731,31620.9331111791,19.27748871
2012-05-26,0.0,0.0,46778480.0,0.071027323943662,5.15,0.0,0.0,10.6775233228416,1591074.96184731,41281.6704929725,15.59276857
2012-05-27,0.0,0.0,46817620.0,0.0727976981132076,5.15,0.0,0.0,12.9712135181187,1591074.96184731,54442.2854429095,17.56635855
2012-05-28,0.0,0.0,46855215.0,0.0933531197183098,5.15,0.0,0.0,10.9148016189047,1591074.96184731,37701.918392847,19.49232691
2012-05-29,0.0,0.0,46981026.0,0.10555926984127,5.16,0.0,0.0,10.756616088196,1591074.96184731,34661.6432505252,16.97474696
2012-05-30,0.0,0.0,47014308.0,0.0881373053435114,5.16,0.0,0.0,9.49113184252587,1591074.96184731,37514.5484788992,18.86991539
2012-05-31,0.0,0.0,47231758.0,0.0689069855072463,5.18,0.0,0.0,11.5475437417398,1591074.96184731,45140.5433353504,12.52807933
2012-06-01,0.0,0.0,47542552.5,0.0795497828947368,5.21,0.0,0.0,11.9430075685117,1591074.96184731,41249.0979882269,16.41795479
2012-06-02,0.0,0.0,48131437.0,0.0362292,5.27,0.0,0.0,12.3384713952836,1591074.96184731,51161.0132020947,7.13557653
2012-06-03,0.0,0.0,48264216.0,0.0959619411764706,5.28,0.0,0.0,12.4966569259924,1591074.96184731,42083.8550039424,19.27101479
2012-06-04,0.0,0.0,48214571.25,0.130250851612903,5.27,0.0,0.0,11.9430075685117,1591074.96184731,73194.5773942712,28.76057062
2012-06-05,0.0,0.0,48802146.25,0.128158646258503,5.33,0.0,0.0,10.756616088196,1591074.96184731,42008.9825701923,30.14138721
2012-06-06,0.0,0.0,50308713.0,0.0478406405228758,5.49,0.0,0.0,13.3666773448906,1591074.96184731,45358.3473886863,11.27363476
2012-06-07,0.0,0.0,50256943.0,0.104517705035971,5.48,0.0,0.0,9.96568843465216,1591074.96184731,45338.467468202,21.4111051
2012-06-08,0.0,0.0,51029124.0,0.0783874326241135,5.56,0.0,0.0,11.7057292724486,1591074.96184731,42630.800328082,16.49528686
2012-06-09,0.0,0.0,52083486.0,0.0849809298245614,5.67,0.0,0.0,13.1429330105724,1583177.84744401,52582.3704469098,22.71134789
2012-06-10,0.0,0.0,52221778.0,0.10271228313253,5.68,0.0,0.0,13.3790336035767,1583177.84744401,61517.1607357136,25.33678545
2012-06-11,0.0,0.0,51530780.0,0.1006724,5.6,0.0,0.0,12.1198304408871,1583177.84744401,44349.331296816,18.25002065
2012-06-12,0.0,0.0,51386220.0,0.0588841538461539,5.58,0.0,0.0,11.0180276735338,1583177.84744401,50849.5310419212,11.26003378
2012-06-13,0.0,0.0,53088912.0,0.161133253333333,5.76,0.0,0.0,12.7494320222319,1583177.84744401,46889.312120352,37.9458244
2012-06-14,0.0,0.0,54978020.0,0.179401384615385,5.96,0.0,0.0,11.4902288595424,1583177.84744401,54511.9268304376,38.72082266
2012-06-15,0.0,0.0,55394400.0,0.154256534591195,6.0,0.0,0.0,12.5133314292276,1583177.84744401,58153.4926570799,33.56188777
2012-06-16,0.0,0.0,57937308.0,0.125339025641026,6.27,0.0,0.0,12.5920316268957,1583177.84744401,57882.7386334098,27.60666426
2012-06-17,0.0,0.0,60853156.0,0.114087103658537,6.58,0.0,0.0,12.8281322199,1583177.84744401,66003.8931509748,26.51810146
2012-06-18,0.0,0.0,60260466.0,0.0998434799999999,6.51,0.0,0.0,12.3559310338914,1583177.84744401,79953.9891214155,27.88555011
2012-06-19,0.0,0.0,60036228.0,0.112881170068027,6.48,0.0,0.0,14.3234359755939,1583177.84744401,50388.737473404,25.2337128
2012-06-20,0.0,0.0,60825632.0,0.105262234482759,6.56,0.0,0.0,11.6726201299773,1726566.55919348,62162.2169109504,21.70024435
2012-06-21,0.0,0.0,62078182.5,0.0926889411764706,6.69,0.0,0.0,10.4710268813032,1726566.55919348,54405.5551631226,31.45712954
2012-06-22,0.0,0.0,63144800.0,0.0806735,6.8,0.0,0.0,12.1017605759324,1726566.55919348,49101.457631244,20.70231783
2012-06-23,0.0,0.0,62824229.0,0.064220506097561,6.76,0.0,0.0,13.9041504489436,1726566.55919348,57582.1609448644,17.73312569
2012-06-24,0.0,0.0,61758474.0,0.0783200229007634,6.64,0.0,0.0,12.0159324867414,1726566.55919348,46247.4991797672,14.64248007
2012-06-25,0.0,0.0,61061792.0,0.0831115714285714,6.56,0.0,0.0,13.1316976462245,1726566.55919348,59819.7745645216,16.12870794
2012-06-26,0.0,0.0,60084975.0,0.0885516845637584,6.45,0.0,0.0,12.7025572002694,1726566.55919348,58502.8101289665,18.27898114
2012-06-27,0.0,0.0,60415308.0,0.0828108650306748,6.48,0.0,0.0,13.9041504489436,1726566.55919348,55523.1401997192,18.18068009
2012-06-28,0.0,0.0,61396828.5,0.085466897810219,6.58,0.0,0.0,11.5867920407863,1726566.55919348,49790.4400907858,15.76821961
2012-06-29,0.0,0.0,62284460.0,0.065639506849315,6.67,0.0,0.0,12.0159324867414,1726566.55919348,52110.6298505784,11.83756472
2012-06-30,0.0,0.0,62330149.5,0.0721435151515151,6.67,0.0,0.0,12.1875886651234,1726566.55919348,45449.1543067431,13.94161293
2012-07-01,0.0,0.0,62563207.5,0.0566807253521127,6.69,0.0,0.0,11.8442763083594,1726566.55919348,52253.0660105145,9.65441992
2012-07-02,0.0,0.0,62799393.25,0.0686074868421052,6.71,0.0,0.0,13.8183223597526,1726566.55919348,59855.6376700623,18.36948247
2012-07-03,0.0,0.0,63226743.75,0.0604583,6.75,0.0,0.0,12.4450729326964,1726566.55919348,69634.4932967625,12.35375229
2012-07-04,0.0,0.0,62903230.5,0.06759736,6.71,0.0,0.0,13.8433790741358,1751454.53534068,55792.3337719693,13.28572083
2012-07-05,0.0,0.0,61921200.0,0.0678131180555556,6.6,0.0,0.0,11.9279429758277,1751454.53534068,50246.812292292,12.65297392
2012-07-06,0.0,0.0,63473358.0,0.0681595677419355,6.76,0.0,0.0,13.3209874109609,1751454.53534068,59266.0586011312,16.38467211
2012-07-07,0.0,0.0,63339318.5,0.0640428795180723,6.74,0.0,0.0,14.8010971232899,1751454.53534068,69721.8842351978,42.86993213
2012-07-08,0.0,0.0,63769968.0,0.0592636666666667,6.78,0.0,0.0,13.4080526881567,1751454.53534068,56695.2287056026,11.50252767
2012-07-09,0.0,0.0,64764708.0,0.067203472392638,6.88,0.0,0.0,14.3657707373108,1751454.53534068,66511.019392808,15.89719336
2012-07-10,0.0,0.0,65760150.5,0.101745266666667,6.98,0.0,0.0,13.1468568565692,1751454.53534068,63017.1326216612,24.03191985
2012-07-11,0.0,0.0,68261435.0,0.103233671641791,7.24,0.0,0.0,11.9279429758277,1751454.53534068,50097.0286478,19.173345
2012-07-12,0.0,0.0,68593540.5,0.0713379666666666,7.27,0.0,0.0,13.1468568565692,1751454.53534068,78642.5914367299,13.53006867
2012-07-13,0.0,0.0,70446458.5,0.0707983190184049,7.46,0.0,0.0,14.0175096285275,1751454.53534068,77332.2222707589,14.39979066
2012-07-14,0.0,0.0,74192705.0,0.0615242236024845,7.85,0.0,0.0,12.9727263021776,1751454.53534068,79032.6683735945,15.32376089
2012-07-15,0.0,0.0,72643584.0,0.0817519214285714,7.68,0.0,0.0,12.9727263021776,1751454.53534068,80820.2801075712,17.60255063
2012-07-16,0.0,0.0,73835775.0,0.0943915133333333,7.8,0.0,0.0,12.8856610249818,1751454.53534068,64134.408049218,21.28658376
2012-07-17,0.0,0.0,81288207.0,0.0913619825581396,8.58,0.0,0.0,16.4218502560807,1866391.30500321,88574.046702141,20.14390364
2012-07-18,0.0,0.0,89799275.0,0.0975397870967742,9.47,0.0,0.0,14.009601065922,1866391.30500321,85020.1226576248,26.41059394
2012-07-19,0.0,0.0,88917786.25,0.107300118518518,9.37,0.0,0.0,13.2673705458731,1866391.30500321,66256.0650445937,20.1933347
2012-07-20,0.0,0.0,88034177.25,0.111198898648649,9.27,0.0,0.0,12.8962552858487,1866391.30500321,79163.6715730521,37.47018662
2012-07-21,0.0,0.0,88860296.25,0.105447624113475,9.35,0.0,0.0,13.9168222509159,1866391.30500321,73600.4358809116,20.01722229
2012-07-22,0.0,0.0,90642450.75,0.091804864516129,9.53,0.0,0.0,12.8962552858487,1866391.30500321,95041.1297242891,18.10561197
2012-07-23,0.0,0.0,86141972.5,0.0977332624113475,9.05,0.0,0.0,13.9168222509159,1866391.30500321,74882.7805797275,21.72164555
2012-07-24,0.0,0.0,87069696.5,0.0766122795031056,9.14,0.0,0.0,14.937389215983,1866391.30500321,86528.605765769,15.98700134
2012-07-25,0.0,0.0,84950390.25,0.0716843687499999,8.91,0.0,0.0,14.2879375109403,1866391.30500321,106199.218482053,15.09932498
2012-07-26,0.0,0.0,83975980.0,0.0790782307692308,8.8,0.0,0.0,16.5146290710868,1866391.30500321,98319.1368815041,18.18252407
2012-07-27,0.0,0.0,85101414.75,0.0629167303370786,8.91,0.0,0.0,15.5868409210258,1866391.30500321,101768.2993384,17.187251
2012-07-28,0.0,0.0,85556182.5,0.0941847320261439,8.95,0.0,0.0,15.772398551038,1866391.30500321,75834.0973742251,20.56362157
2012-07-29,0.0,0.0,85340985.0,0.0884103674698795,8.92,0.0,0.0,13.4529281758853,1866391.30500321,97413.0280334736,18.46677249
2012-07-30,0.0,0.0,85707885.0,0.0895542045454546,8.95,0.0,0.0,18.730041758676,2036671.08869332,133580.796159919,19.9791878
2012-07-31,0.0,0.0,88360792.0,0.137382723076923,9.22,0.0,0.0,13.4653813724536,2036671.08869332,114663.340997375,21.09228958
2012-08-01,0.0,0.0,90720927.0,0.0989652686567164,9.46,0.0,0.0,14.2753291241801,2036671.08869332,77805.1686569322,20.02226151
2012-08-02,0.0,0.0,92139360.0,0.0871168484848485,9.6,0.0,0.0,15.5914942207357,2036671.08869332,92851.3716946559,19.81549506
2012-08-03,0.0,0.0,97212720.0,0.0730082407407408,10.12,0.0,0.0,17.5151201310862,2036671.08869332,109580.513654902,24.79174211
2012-08-04,0.0,0.0,107290566.0,0.0815694551282051,11.16,0.0,0.0,15.1865203448724,2036671.08869332,100641.659023912,16.36417093
2012-08-05,0.0,0.0,108432614.5,0.0983939712230216,11.27,0.0,0.0,14.6803030000434,2036671.08869332,84261.4932141129,25.67591134
2012-08-06,0.0,0.0,107934924.5,0.102267357142857,11.21,0.0,0.0,14.2753291241801,2036671.08869332,97833.5926769618,25.00144464
2012-08-07,0.0,0.0,108210034.0,0.0712382500000001,11.23,0.0,0.0,15.0852768759066,2036671.08869332,108041.690182794,18.9311042
2012-08-08,0.0,0.0,106757419.5,0.0993682831325301,11.07,0.0,0.0,17.2113897241888,2036671.08869332,104668.050076117,52.57535312
2012-08-09,0.0,0.0,109555591.25,0.0770062882352941,11.35,0.0,0.0,16.0977115655648,2036671.08869332,108030.487505667,17.38277224
2012-08-10,0.0,0.0,114963222.5,0.0737911794871795,11.9,0.0,0.0,16.6039289103939,2036671.08869332,111222.386311463,44.53058517
2012-08-11,0.0,0.0,112155760.0,0.0780085238095238,11.6,0.0,0.0,15.996468096599,2036671.08869332,119740.599555704,19.13775992
2012-08-12,0.0,0.0,112635624.0,0.0884763459119497,11.64,0.0,0.0,18.4055429382566,2190865.97010286,145195.932055201,17.2211655
2012-08-13,0.0,0.0,114183202.5,0.1275563625,11.79,0.0,0.0,16.6630063287176,2190865.97010286,114712.743940131,25.55351796
2012-08-14,0.0,0.0,115730838.0,0.0949218598726114,11.94,0.0,0.0,17.7520917096795,2190865.97010286,107128.328504413,20.67631015
2012-08-15,0.0,0.0,119319225.0,0.144116053892216,12.3,0.0,0.0,18.623360014449,2190865.97010286,115468.966917234,33.97670623
2012-08-16,0.0,0.0,125732521.25,0.127898298701299,12.95,0.0,0.0,16.7719148668137,2190865.97010286,137757.827814554,28.34730819
2012-08-17,0.0,0.0,138066491.5,0.126099768115942,14.21,0.0,0.0,15.5739209477556,2190865.97010286,107047.282328846,30.86566635
2012-08-18,0.0,0.0,149453269.0,0.100679801324503,15.37,0.0,0.0,16.1184636382366,2190865.97010286,151753.501031175,18.19540149
2012-08-19,0.0,0.0,140912120.0,0.100175846153846,14.48,0.0,0.0,17.2075490191985,2190865.97010286,169790.32434401,21.77038458
2012-08-20,0.0,0.0,113377965.0,0.0916815459770115,11.64,0.0,0.0,20.5837137001805,2190865.97010286,124904.256383806,27.5570644
2012-08-21,0.0,0.0,101879923.75,0.0990185202312139,10.45,0.0,0.0,19.712445395411,2190865.97010286,118921.157143547,24.56426695
2012-08-22,0.0,0.0,100403903.25,0.100371647435897,10.29,0.0,0.0,16.2273721763328,2190865.97010286,86690.4352104252,22.84249268
2012-08-23,0.0,0.0,100193260.5,0.0771000848484848,10.26,0.0,0.0,17.9699087858719,2190865.97010286,102342.308181881,20.8327395
2012-08-24,0.0,0.0,100177606.25,0.0876324932432433,10.25,0.0,0.0,16.9897319430061,2190865.97010286,85295.956877535,19.24725465
2012-08-25,0.0,0.0,100250125.0,0.09886015942029,10.25,471155.0875,0.0,15.8935752697755,2440642.60691596,86373.85082235,23.9103034
2012-08-26,0.0,0.0,103955728.5,0.0683069217877095,10.62,339726.4722,0.0,21.3532003624464,2440642.60691596,118674.389294829,20.58149421
2012-08-27,0.0,0.0,107664908.75,0.0951503310344828,10.99,0.0,0.0,18.0774253068439,2440642.60691596,100925.373532899,28.82030679
2012-08-28,0.0,0.0,117352683.0,0.0836067880794703,11.97,0.0,0.0,18.1987503089032,2440642.60691596,117053.459627624,25.10247771
2012-08-29,0.0,0.0,111265528.5,0.0818277857142858,11.34,0.0,0.0,20.1399503418529,2440642.60691596,113713.559348395,24.15507933
2012-08-30,0.0,0.0,109392572.0,0.0915165974025974,11.14,0.0,0.0,19.169350325378,2440642.60691596,100635.347670618,29.09822139
2012-08-31,0.0,0.0,107212570.0,0.1184037,10.91,0.0,0.0,17.3494752944877,2440642.60691596,117168.298822646,30.48583604
2012-09-01,0.0,0.0,105625483.5,0.104102192546584,10.74,0.0,0.0,19.7759753356748,2440642.60691596,111625.443098407,35.33261176
2012-09-02,0.0,0.0,101973221.0,0.0865872865853658,10.36,0.0,0.0,18.5627253150813,2440642.60691596,94608.3067920648,30.5544115
2012-09-03,0.0,0.0,101071260.0,0.103753146496815,10.26,0.0,0.0,21.8385003706838,2440642.60691596,86021.6762899638,33.7973669
2012-09-04,0.0,0.0,103712998.0,0.116097830065359,10.52,0.0,0.0,15.5296002635974,2440642.60691596,99789.0507609704,29.66526976
2012-09-05,0.0,0.0,104489941.5,0.09922365,10.59,0.0,0.0,21.8385003706838,2440642.60691596,135926.6280994,26.2034
2012-09-06,0.0,0.0,105868308.0,0.104186368421053,10.72,0.0,0.0,24.9094641253975,2694047.95295501,117683.9088304,25.55427416
2012-09-07,0.0,0.0,110703040.0,0.0834436488095238,11.2,0.0,0.0,23.0345582234858,2694047.95295501,117850.453321664,19.96330059
2012-09-08,0.0,0.0,111483403.5,0.0921601310344827,11.27,0.0,0.0,18.7490590191164,2694047.95295501,95507.7014064137,22.2449676
2012-09-09,0.0,0.0,110779321.5,0.0811831257861635,11.19,0.0,0.0,20.4900430708914,2694047.95295501,108283.141921292,22.06494644
2012-09-10,0.0,0.0,110368436.0,0.0952045333333333,11.14,0.0,0.0,19.2847464196625,2694047.95295501,98340.1683113496,24.05863046
2012-09-11,0.0,0.0,110451986.0,0.111399262068966,11.14,0.0,0.0,21.1596523215742,2694047.95295501,97908.5588273607,30.79178155
2012-09-12,0.0,0.0,111529181.0,0.0781326967741936,11.24,0.0,0.0,18.8829808692529,2694047.95295501,117738.469103778,20.50412504
2012-09-13,0.0,0.0,112994580.5,0.100090123076923,11.38,0.0,0.0,19.4186682697991,2694047.95295501,120956.693233681,19.68463641
2012-09-14,0.0,0.0,114079630.0,0.0999173641975308,11.48,0.0,0.0,21.6953397221204,2694047.95295501,134619.212003651,20.22012586
2012-09-15,0.0,0.0,116947908.0,0.0813859930555556,11.76,0.0,0.0,19.150824569526,2694047.95295501,101338.969849219,14.73366468
2012-09-16,0.0,0.0,117826944.0,0.0812327577639752,11.84,0.0,0.0,20.0882775204818,2694047.95295501,168994.736371728,14.7659364
2012-09-17,0.0,0.0,119324094.5,0.0645976488095238,11.98,0.0,0.0,23.570245624032,2694047.95295501,152376.680678074,14.62559347
2012-09-18,0.0,0.0,119525612.25,0.085415502994012,11.99,0.0,0.0,22.3649489728031,2694047.95295501,128014.294127641,22.40126053
